OUT,148.201.140.174,148.201.3.18,UDP,55059,53,1487775964970,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,81,,,,
IN,148.201.140.174,148.201.3.18,UDP,55059,53,1487775964971,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,364,,,,
OUT,148.201.140.174,38.113.165.68,TCP,49346,443,1487775965487,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,368,,,,
OUT,148.201.140.174,38.113.165.68,TCP,49347,443,1487775965503,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,368,,,,
OUT,148.201.140.174,108.160.172.204,TCP,49350,443,1487775965520,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,193,,,,
IN,148.201.140.174,38.113.165.68,TCP,49346,443,1487775965584,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,238,,,,
IN,148.201.140.174,38.113.165.68,TCP,49347,443,1487775965591,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,238,,,,
IN,148.201.140.174,108.160.172.204,TCP,49350,443,1487775965607,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,60,,,,
IN,148.201.140.174,108.160.172.204,TCP,49350,443,1487775965609,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
IN,148.201.140.174,108.160.172.204,TCP,49350,443,1487775965609,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
OUT,148.201.140.174,108.160.172.204,TCP,49350,443,1487775965609,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
IN,148.201.140.174,108.160.172.204,TCP,49350,443,1487775965609,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,1434,,,,
IN,148.201.140.174,108.160.172.204,TCP,49350,443,1487775965609,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,67,,,,
OUT,148.201.140.174,108.160.172.204,TCP,49350,443,1487775965609,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
OUT,148.201.140.174,38.113.165.68,TCP,49347,443,1487775965628,\Device\NPF_{CE9536B7-A8A4-4A46-B9D8-6408157C4680},D0:BF:9C:DF:96:69,54,,,,
